houseguid,formalname_region,formalname_area,formalname_city,formalname_street,house_number,building,block,letter,floor_count_max,floor_count_min,living_quarters_count,area_residential
b94c8e72-e88c-4c75-9126-4ac7d6cb5e34,Свердловская,Богдановичский,Богданович,Юбилейная,15,,,,1.0,,,"134,10"
9b5faf6f-d63f-4575-9015-08cb2952ac13,Свердловская,Богдановичский,Богданович,Юбилейная,12,,,,1.0,,,"136,80"
434c6a0f-5b86-4c44-a1c9-71e725065350,Свердловская,Богдановичский,Богданович,Юбилейная,11,,,,1.0,,,"212,10"
57420a9b-d6fc-4e6b-b8de-f3dba295f358,Свердловская,Богдановичский,Богданович,Энтузиастов,11,,,,1.0,,,"200,30"
02da168d-edeb-42d4-ae09-d717673032ff,Свердловская,Богдановичский,Богданович,Школьная,8,,,,5.0,5.0,60.0,"2874,60"
d25c76f7-3c37-433d-974b-b735c2fef52f,Свердловская,Богдановичский,Богданович,Энтузиастов,2,,,,1.0,,,"139,90"
577b1e52-b045-41ec-a6bc-d97d911c9a94,Свердловская,Богдановичский,Богданович,Энтузиастов,4,,,,1.0,,,"230,10"
e8acda58-818b-4248-9f87-ba22a102fcdd,Свердловская,Богдановичский,Богданович,Энтузиастов,5,,,,1.0,,,"167,80"
08f00b25-6af9-431d-ba21-786c0f409d09,Свердловская,Богдановичский,Богданович,Энтузиастов,6,,,,1.0,,,"128,40"
c56bc746-fc85-4096-b71d-372088d61124,Свердловская,Богдановичский,Богданович,Энтузиастов,7,,,,1.0,,,"126,90"
77b5ebf1-ffde-431c-90af-3031657eaa73,Свердловская,Богдановичский,Богданович,Энтузиастов,8,,,,1.0,,,"164,50"
d8b05b2e-8d18-4935-8ff1-ebbc58863e6e,Свердловская,Богдановичский,Богданович,Энтузиастов,9,,,,,,,"128,50"
8a520447-8c89-43e0-bdb6-3234fb9379a7,Свердловская,Богдановичский,Богданович,Энтузиастов,10,,,,1.0,,,"254,10"
13da8022-156b-4191-9362-122ee9a0a9bc,Свердловская,Богдановичский,Богданович,Энтузиастов,12,,,,1.0,,,"161,40"
9811c917-bd7d-43fb-a06b-dc02ade14fef,Свердловская,Богдановичский,Богданович,Юбилейная,10,,,,1.0,1.0,1.0,"35,90"
63f8c806-afa1-492f-bf2a-9cfa5aed5874,Свердловская,Богдановичский,Богданович,Энтузиастов,13,,,,,,,"168,10"
b9c9ec91-4a71-4557-8582-8da3f6abda4b,Свердловская,Богдановичский,Богданович,Юбилейная,2,,,,1.0,1.0,1.0,"54,00"
8a97ccb3-7573-4a02-bc1b-526adfc336a8,Свердловская,Богдановичский,Богданович,Юбилейная,3,,,,1.0,,,"161,20"
f9678185-a1cc-4ad7-8386-54e83742d952,Свердловская,Богдановичский,Богданович,Юбилейная,4,,,,1.0,1.0,1.0,"43,20"
902ce587-f3ee-471a-b9dc-d1099cf08993,Свердловская,Верхнесалдинский,Верхняя Салда,25 Октября,11,,,,3.0,3.0,36.0,"2140,30"
ea2e08eb-6cec-4d30-ac56-8d8dc2c9a1fb,Свердловская,Верхнесалдинский,Верхняя Салда,25 Октября,8,,,,5.0,5.0,120.0,"3252,20"
a1fc2e4d-759f-4e5d-9f69-38f970d0d9f4,Свердловская,Верхнесалдинский,Верхняя Салда,25 Октября,7,,,,3.0,3.0,41.0,"2520,80"
d9cfe7bf-f5aa-4823-a798-36311bbabe28,Свердловская,Верхнесалдинский,Верхняя Салда,25 Октября,5,,,,3.0,3.0,56.0,"1037,00"
d6b08b68-f366-461e-8a78-7647ffd3461f,Свердловская,Богдановичский,Богданович,Строителей,59,,,,1.0,,,"245,60"
d47950f9-5503-4f3f-b518-b3cf48f7b693,Свердловская,Богдановичский,Богданович,Строителей,61,,,,1.0,,,"274,50"
32eb81a9-a466-4d20-afce-d1fc98a454d9,Свердловская,Богдановичский,Богданович,Тимирязева,1,,1,,5.0,5.0,159.0,"2950,00"
dc5339ce-0bc5-40cb-8b47-98aea63a9104,Свердловская,Богдановичский,Богданович,Тимирязева,1,,2,,5.0,5.0,156.0,"2852,30"
1f2ccdb2-88c2-488b-9834-8ffcd1478b82,Свердловская,Богдановичский,Богданович,Тимирязева,3,,,,5.0,5.0,86.0,"3740,80"
98d4e91f-db3d-42ed-b4d0-2bb5580da0a7,Свердловская,Богдановичский,Богданович,Тимирязева,4,,,,5.0,5.0,59.0,"2875,00"
955e7d8a-4bad-4857-8222-00dc01a812bf,Свердловская,Богдановичский,Богданович,Тимирязева,5,,,,5.0,5.0,60.0,"2592,00"
fa16f9b7-1d4b-4664-8ae2-19a7379837fc,Свердловская,Богдановичский,Богданович,Тимирязева,6,,,,5.0,5.0,119.0,"5673,50"
f7b9c33e-5242-42b5-9070-1de6e9f2780b,Свердловская,Богдановичский,Богданович,Тимирязева,7,,,,5.0,5.0,89.0,"3816,10"
2ab5f349-9f8d-4cae-ad87-599f6b1f33ec,Свердловская,Богдановичский,Богданович,Тимирязева,9,,,,5.0,5.0,60.0,"2575,00"
03e939bb-d579-451a-ab23-191f4983efca,Свердловская,Богдановичский,Богданович,Тимирязева,11,,,,5.0,5.0,88.0,"3792,60"
6788bc1c-1632-4720-97e4-b75f8475dd75,Свердловская,Богдановичский,Богданович,Чкалова,10,,,,1.0,1.0,1.0,"51,20"
ff487e3d-d26b-4430-a9c2-cbf880ab5da2,Свердловская,Богдановичский,Богданович,Строителей,55,,,,1.0,,,"204,20"
ee9fd006-a86a-47fa-8b59-a4cbfa8055fd,Свердловская,Богдановичский,Богданович,Чкалова,10А,,,,1.0,,,"158,50"
c929bf57-d678-48e3-97f6-daf9a02c72af,Свердловская,Богдановичский,Богданович,Чкалова,23,,,,,,,
664d81b4-ea6e-42a4-9a68-6888e0a73131,Свердловская,Богдановичский,Богданович,Юбилейная,24,,,,1.0,1.0,1.0,"73,70"
80c33642-3239-4682-ae03-59577e16bbd3,Свердловская,Богдановичский,Богданович,Юбилейная,31,,,,1.0,1.0,1.0,"72,80"
f82ae33f-36f7-4abb-add1-543d68a73100,Свердловская,Богдановичский,Богданович,Южная,1,,,,2.0,2.0,18.0,"716,60"
828b33b5-71d0-49d0-b590-ec58b9cd6ab3,Свердловская,Богдановичский,Богданович,Южная,4,,,,1.0,,,"180,80"
f60688a9-ace8-4e20-8efa-642f5b9b0096,Свердловская,Богдановичский,Богданович,Южная,5,,,,1.0,,,"83,90"
06de195d-c732-4b61-be42-94738ac5ee88,Свердловская,Богдановичский,Богданович,Южная,7,,,,1.0,,,"86,30"
e746044e-307d-4699-a296-b97406b6041a,Свердловская,Богдановичский,Богданович,Южная,12,,,,1.0,,,"139,00"
ee3c5036-f2da-4306-8595-41ab57160bb5,Свердловская,Богдановичский,Богданович,Южная,14,,,,1.0,,,"100,00"
88a328de-d748-aee2-65ff-c07c54d89538,Свердловская,Верхнесалдинский,Верхняя Салда,1 Мая,129,,,,,,,
56e8e0c0-b969-4068-acd8-3dac73df366c,Свердловская,Верхнесалдинский,Верхняя Салда,25 Октября,1,,,,3.0,3.0,27.0,"1589,29"
209f6e27-baa2-47d7-b5a1-910a5d5fc819,Свердловская,Верхнесалдинский,Верхняя Салда,25 Октября,3,,,,3.0,3.0,39.0,"2375,40"
c01eb17d-92c2-47d9-98a0-61d88d212b22,Свердловская,Богдановичский,Богданович,Чкалова,11,,,,1.0,,,"124,60"
cd61d2e6-e05c-443b-a9db-04a082967431,Свердловская,Верхнесалдинский,Верхняя Салда,Ленина,12,,,,5.0,5.0,65.0,"2556,67"
d6eae8f5-3790-4610-9dcd-0da3febbcf10,Свердловская,Верхнесалдинский,Верхняя Салда,Евстигнеева,30,,,,2.0,2.0,8.0,"506,70"
4a0b7e58-9f4a-4e88-98f1-e957b3fb99f2,Свердловская,Верхнесалдинский,Верхняя Салда,Лесная,14,,,,5.0,5.0,40.0,"1825,00"
475aaea0-796f-4e89-bb1c-5669da60fede,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Маркса,17,,,,5.0,5.0,70.0,"3207,79"
252a8484-cc15-4aa9-a927-e38689d7fdf8,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Маркса,19,,,,5.0,5.0,70.0,"3235,50"
e2e88ccf-79ce-4bc3-a348-8c206a2c5498,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Маркса,21,,,,5.0,5.0,100.0,"4510,40"
af9db275-7a11-45a6-a24d-33233987b255,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Маркса,23,,,,5.0,5.0,100.0,"4522,08"
38abe0ac-df97-447e-951f-811f38427199,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Маркса,25,,,,5.0,5.0,100.0,"4507,62"
fa97f968-7b6d-48fb-a2d1-e78c67b096c9,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Маркса,27,,,,5.0,5.0,70.0,"3173,70"
1c3c750c-1e47-42b6-85b6-2b551cc7aed8,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Маркса,29,,,,5.0,5.0,69.0,"3151,26"
ae82a2d4-0100-4c9b-98a9-1fc471105cbc,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Маркса,31,,,,5.0,5.0,70.0,"3158,90"
13eebbdd-05ab-4ddb-a978-067ccbec463e,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Маркса,37,,,,5.0,5.0,70.0,"3362,36"
7ca3dc35-59bb-4e2c-a268-e707f94cfadd,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Маркса,39,,,,5.0,5.0,70.0,"3346,80"
2ba96aac-526d-4192-b642-94650aac00cf,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Маркса,41,,,,5.0,5.0,100.0,"4326,35"
ca10271a-31ee-4af0-8609-5289c8770e76,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Либкнехта,20,,,,6.0,6.0,131.0,"2097,00"
38737a7c-7067-42ea-aa2a-4336d91a1c95,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Либкнехта,18,,,,5.0,5.0,155.0,"2969,20"
a6e8ea9d-2362-4088-aa14-c66c19ff731c,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Либкнехта,16,,,,5.0,5.0,75.0,"3251,23"
79edc577-75cd-4add-b1d3-db3e599d533e,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Либкнехта,1,,,,5.0,5.0,99.0,"4500,50"
07a33a49-f6b6-48ec-b236-aadc12b1b69c,Свердловская,Верхнесалдинский,Верхняя Салда,Евстигнеева,18,,,,2.0,2.0,8.0,"509,80"
32644dca-6497-402b-ba23-d27ec969c382,Свердловская,Верхнесалдинский,Верхняя Салда,Евстигнеева,19,,,,3.0,3.0,22.0,"973,70"
d963ebd0-95e6-49c3-ae4a-78cfb662175c,Свердловская,Верхнесалдинский,Верхняя Салда,Евстигнеева,20,,,,2.0,2.0,8.0,"502,50"
c6ba0999-0ed4-4094-9aa2-ed9db9a81f07,Свердловская,Верхнесалдинский,Верхняя Салда,Евстигнеева,24,,,,2.0,2.0,8.0,"501,00"
2b43a08f-ccf1-41a1-adac-713aac0b7bf7,Свердловская,Верхнесалдинский,Верхняя Салда,Евстигнеева,26,,,,2.0,2.0,8.0,"508,70"
ac64d1f3-a129-4d3a-b5f7-52e97f666b47,Свердловская,Верхнесалдинский,Верхняя Салда,Евстигнеева,28,,,,2.0,2.0,11.0,"765,50"
b84b87c6-a52b-4ce9-a89c-fc5937643cc2,Свердловская,Верхнесалдинский,Верхняя Салда,Евстигнеева,32,,,,2.0,2.0,12.0,"836,65"
2c2efb51-9924-bb14-f790-892f3e9e88da,Свердловская,Верхнесалдинский,Верхняя Салда,Калинина,22/1,,,,,,,
d9e87a5a-cb8c-806f-2458-6831b01ad53f,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Либкнехта,1А,,,,4.0,4.0,63.0,"2464,00"
c249df38-0952-466d-9956-138905445bbd,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Либкнехта,14,,,,5.0,5.0,71.0,"3211,63"
13535ffd-f318-45d4-9587-4ebf33d04ea0,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Маркса,15,,,,5.0,5.0,70.0,"3158,93"
c29aa54d-d178-46ca-bfbb-4052f75c8641,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Либкнехта,1Б,,,,4.0,4.0,45.0,"1901,20"
adbd209d-e7c1-4bc6-a595-d330fd276795,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Маркса,13,,,,5.0,5.0,70.0,"3144,46"
fd8765c3-d5f6-4a3e-b541-3377c429518f,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Маркса,9,,,,5.0,5.0,64.0,"2531,33"
12404080-489f-4529-8916-5b409b586ccd,Свердловская,Верхнесалдинский,Верхняя Салда,Воронова,8,,4,,5.0,5.0,99.0,"4380,30"
7f69d37f-d258-4678-950d-275163c48855,Свердловская,Верхнесалдинский,Верхняя Салда,Воронова,9,,,,5.0,5.0,107.0,"5191,90"
e6f61aee-60bc-43b0-9830-c51a03a758e3,Свердловская,Верхнесалдинский,Верхняя Салда,Воронова,10,,,,5.0,5.0,128.0,"5223,70"
1552e160-426e-4623-b5fa-5bfb97926714,Свердловская,Верхнесалдинский,Верхняя Салда,Воронова,10,,1,,5.0,5.0,93.0,"4486,30"
7fe59674-2f08-49fe-b980-1a2e1b3ce1fe,Свердловская,Верхнесалдинский,Верхняя Салда,Воронова,11,,,,5.0,5.0,154.0,"7702,60"
c280b7dd-fee6-45fe-91d3-65355b288fab,Свердловская,Верхнесалдинский,Верхняя Салда,Воронова,24,,,,5.0,5.0,30.0,"1410,10"
2529944d-070f-469e-a92f-196e21806e9b,Свердловская,Верхнесалдинский,Верхняя Салда,Воронова,12,,,,5.0,5.0,120.0,"5651,90"
4c2df883-c259-40ba-b326-bdfd78537498,Свердловская,Верхнесалдинский,Верхняя Салда,Воронова,12,,1,,5.0,5.0,94.0,"4454,20"
c063f97e-1801-40f3-8d85-0dfb6a737988,Свердловская,Верхнесалдинский,Верхняя Салда,Воронова,12,,2,,5.0,5.0,120.0,"3212,10"
0d6f1c8c-bb0c-4dd5-be5a-1b4c8a8371d1,Свердловская,Верхнесалдинский,Верхняя Салда,Воронова,14,,,,5.0,5.0,60.0,"2818,00"
0e88e64a-1b12-4d23-b5b2-369b0898ba49,Свердловская,Верхнесалдинский,Верхняя Салда,Воронова,15,,1,,5.0,5.0,60.0,"2859,30"
646efb7f-f274-416b-9bac-4cffbdb44ed5,Свердловская,Верхнесалдинский,Верхняя Салда,Воронова,16,,,,5.0,5.0,60.0,"2795,30"
49586ff5-1324-491a-8be7-943c98323e99,Свердловская,Верхнесалдинский,Верхняя Салда,Воронова,19,,,,5.0,5.0,135.0,"6714,60"
bd908baf-9efb-4f0d-8dd1-367fd058c7b9,Свердловская,Верхнесалдинский,Верхняя Салда,Воронова,20,,,,5.0,5.0,15.0,"1106,70"
f494c24b-fdb1-4648-9690-3890b167f930,Свердловская,Верхнесалдинский,Верхняя Салда,Воронова,22,,,,5.0,5.0,75.0,"3855,90"
34921c13-6d50-46be-ada3-f989beade52e,Свердловская,Верхнесалдинский,Верхняя Салда,Евстигнеева,11,,,,2.0,2.0,8.0,"500,40"
e97b2b35-9188-457d-8b84-cb7fcb670f4e,Свердловская,Верхнесалдинский,Верхняя Салда,Евстигнеева,14,,,,2.0,2.0,12.0,"835,30"
c24fb68c-abb5-490b-a95d-bf3dac04c410,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Маркса,43,,,,5.0,5.0,99.0,"4523,15"
40975069-3c9b-48d9-bdbb-809cb6c83458,Свердловская,Верхнесалдинский,Верхняя Салда,Евстигнеева,17,,,,2.0,2.0,4.0,"254,70"
6f46f768-118d-4ea1-b424-2e67e6c2535a,Свердловская,Верхнесалдинский,Верхняя Салда,Карла Маркса,1,,,,5.0,5.0,100.0,"4575,20"
